row.number,subject,trial,color,FID,AD,reward.level,shock.level
878,20,14,1,69,65,2,2
879,20,15,2,69,35,2,2
880,20,16,3,75,14,2,2
881,20,17,1,57,63,1,2
882,20,18,3,73,3,1,2
883,20,19,2,70,35,1,2
884,20,20,1,65,59,1,2
885,20,21,4,46,41,0,0
886,20,22,4,69,20,0,0
887,20,23,4,61,14,0,0
888,20,24,4,62,54,0,0
889,20,25,2,65,42,2,2
890,20,26,1,69,65,2,2
891,20,27,2,76,41,2,2
892,20,28,3,76,20,2,2
893,20,29,3,71,14,2,1
894,20,30,1,36,65,2,1
895,20,31,2,76,29,2,1
896,20,32,1,69,65,2,1
897,20,33,2,76,41,2,2
898,20,34,3,79,14,2,2
899,20,35,1,76,65,2,2
900,20,36,3,75,14,2,2
901,20,37,4,50,20,0,0
902,20,38,4,58,35,0,0
903,20,39,4,44,50,0,0
904,20,40,4,72,63,0,0
905,20,41,3,73,7,1,2
906,20,42,1,57,71,1,2
907,20,43,2,69,41,1,2
908,20,44,3,65,14,1,2
909,20,45,2,67,40,2,1
910,20,46,1,78,59,2,1
911,20,47,3,56,14,2,1
912,20,48,1,75,59,2,1
913,21,1,3,55,26,1,1
914,21,2,2,52,42,1,1
915,21,3,1,48,69,1,1
916,21,4,2,0,46,1,1
917,21,5,1,55,54,2,1
918,21,6,3,42,7,2,1
919,21,7,2,72,46,2,1
920,21,8,1,66,59,2,1
921,21,9,4,35,41,0,0
922,21,10,4,66,14,0,0
923,21,11,4,68,20,0,0
924,21,12,4,0,54,0,0
925,21,13,2,72,41,2,2
926,21,14,1,71,65,2,2
927,21,15,2,57,35,2,2
928,21,16,3,75,14,2,2
929,21,17,1,73,63,1,2
930,21,18,3,77,3,1,2
931,21,19,2,51,35,1,2
932,21,20,1,67,59,1,2
933,21,21,4,0,41,0,0
934,21,22,4,25,20,0,0
935,21,23,4,37,14,0,0
936,21,24,4,59,54,0,0
937,21,25,2,52,42,2,2
938,21,26,1,36,65,2,2
939,21,27,2,56,41,2,2
940,21,28,3,43,20,2,2
941,21,29,3,23,14,2,1
942,21,30,1,71,65,2,1
943,21,31,2,50,29,2,1
944,21,32,1,71,65,2,1
945,21,33,2,45,41,2,2
946,21,34,3,53,14,2,2
947,21,35,1,74,65,2,2
948,21,36,3,47,14,2,2
949,21,37,4,31,20,0,0
950,21,38,4,55,35,0,0
951,21,39,4,36,50,0,0
952,21,40,4,69,63,0,0
953,21,41,3,57,7,1,2
954,21,42,1,77,71,1,2
955,21,43,2,66,41,1,2
956,21,44,3,53,14,1,2
957,21,45,2,48,40,2,1
958,21,46,1,69,59,2,1
959,21,47,3,33,14,2,1
960,21,48,1,76,59,2,1
1921,22,1,3,44,26,1,1
1922,22,2,2,28,42,1,1
1923,22,3,1,55,69,1,1
1924,22,4,2,32,46,1,1
1925,22,5,1,76,54,2,1
1926,22,6,3,13,7,2,1
1927,22,7,2,32,46,2,1
1928,22,8,1,75,59,2,1
1929,22,9,4,50,41,0,0
1930,22,10,4,44,14,0,0
1931,22,11,4,32,20,0,0
1932,22,12,4,40,54,0,0
1933,22,13,2,45,41,2,2
1934,22,14,1,36,65,2,2
1935,22,15,2,55,35,2,2
1936,22,16,3,51,14,2,2
1937,22,17,1,34,63,1,2
1938,22,18,3,38,3,1,2
1939,22,19,2,45,35,1,2
1940,22,20,1,75,59,1,2
1941,22,21,4,48,41,0,0
1942,22,22,4,46,20,0,0
1943,22,23,4,34,14,0,0
1944,22,24,4,69,54,0,0
1945,22,25,2,21,42,2,2
1946,22,26,1,71,65,2,2
1947,22,27,2,56,41,2,2
1948,22,28,3,27,20,2,2
1949,22,29,3,31,14,2,1
1950,22,30,1,73,65,2,1
1951,22,31,2,50,29,2,1
1952,22,32,1,36,65,2,1
1953,22,33,2,48,41,2,2
1954,22,34,3,25,14,2,2
1955,22,35,1,72,65,2,2
1956,22,36,3,26,14,2,2
1957,22,37,4,28,20,0,0
1958,22,38,4,21,35,0,0
1959,22,39,4,36,50,0,0
1960,22,40,4,72,63,0,0
1961,22,41,3,42,7,1,2
1962,22,42,1,35,71,1,2
1963,22,43,2,58,41,1,2
1964,22,44,3,24,14,1,2
1965,22,45,2,58,40,2,1
1966,22,46,1,71,59,2,1
1967,22,47,3,24,14,2,1
1968,22,48,1,73,59,2,1
1969,23,1,3,54,26,1,1
1970,23,2,2,47,42,1,1
1971,23,3,1,18,69,1,1
1972,23,4,2,62,46,1,1
1973,23,5,1,62,54,2,1
1974,23,6,3,63,7,2,1
1975,23,7,2,62,46,2,1
1976,23,8,1,67,59,2,1
1977,23,9,4,64,41,0,0
1978,23,10,4,43,14,0,0
1979,23,11,4,38,20,0,0
1980,23,12,4,40,54,0,0
1981,23,13,2,45,41,2,2
1982,23,14,1,69,65,2,2
1983,23,15,2,29,35,2,2
1984,23,16,3,45,14,2,2
1985,23,17,1,0,63,1,2
1986,23,18,3,34,3,1,2
1987,23,19,2,0,35,1,2
1988,23,20,1,70,59,1,2
1989,23,21,4,20,41,0,0
1990,23,22,4,29,20,0,0
1991,23,23,4,41,14,0,0
1992,23,24,4,66,54,0,0
1993,23,25,2,66,42,2,2
1994,23,26,1,70,65,2,2
1995,23,27,2,63,41,2,2
1996,23,28,3,29,20,2,2
1997,23,29,3,25,14,2,1
1998,23,30,1,70,65,2,1
1999,23,31,2,56,29,2,1
2000,23,32,1,66,65,2,1
2001,23,33,2,54,41,2,2
2002,23,34,3,25,14,2,2
2003,23,35,1,69,65,2,2
2004,23,36,3,24,14,2,2
2005,23,37,4,25,20,0,0
2006,23,38,4,0,35,0,0
2007,23,39,4,44,50,0,0
2008,23,40,4,71,63,0,0
2009,23,41,3,28,7,1,2
2010,23,42,1,42,71,1,2
2011,23,43,2,42,41,1,2
2012,23,44,3,21,14,1,2
2013,23,45,2,48,40,2,1
2014,23,46,1,75,59,2,1
2015,23,47,3,30,14,2,1
2016,23,48,1,73,59,2,1
2017,24,1,3,61,26,1,1
2018,24,2,2,58,42,1,1
2019,24,3,1,33,69,1,1
2020,24,4,2,40,46,1,1
2021,24,5,1,76,54,2,1
2022,24,6,3,41,7,2,1
2023,24,7,2,56,46,2,1
2024,24,8,1,66,59,2,1
2025,24,9,4,56,41,0,0
2026,24,10,4,25,14,0,0
2027,24,11,4,29,20,0,0
2028,24,12,4,69,54,0,0
2029,24,13,2,62,41,2,2
2030,24,14,1,51,65,2,2
2031,24,15,2,66,35,2,2
2032,24,16,3,37,14,2,2
2033,24,17,1,71,63,1,2
2034,24,18,3,33,3,1,2
2035,24,19,2,59,35,1,2
2036,24,20,1,60,59,1,2
2037,24,21,4,57,41,0,0
2038,24,22,4,33,20,0,0
2039,24,23,4,30,14,0,0
2040,24,24,4,69,54,0,0
2041,24,25,2,64,42,2,2
2042,24,26,1,59,65,2,2
2043,24,27,2,61,41,2,2
2044,24,28,3,34,20,2,2
2045,24,29,3,32,14,2,1
2046,24,30,1,71,65,2,1
2047,24,31,2,60,29,2,1
2048,24,32,1,72,65,2,1
2049,24,33,2,57,41,2,2
2050,24,34,3,30,14,2,2
2051,24,35,1,70,65,2,2
2052,24,36,3,31,14,2,2
2053,24,37,4,33,20,0,0
2054,24,38,4,60,35,0,0
2055,24,39,4,58,50,0,0
2056,24,40,4,69,63,0,0
2057,24,41,3,29,7,1,2
2058,24,42,1,50,71,1,2
2059,24,43,2,67,41,1,2
2060,24,44,3,27,14,1,2
2061,24,45,2,59,40,2,1
2062,24,46,1,72,59,2,1
2063,24,47,3,32,14,2,1
2064,24,48,1,70,59,2,1
2065,25,1,3,52,26,1,1
2066,25,2,2,13,42,1,1
2067,25,3,1,48,69,1,1
2068,25,4,2,63,46,1,1
2069,25,5,1,68,54,2,1
2070,25,6,3,50,7,2,1
2071,25,7,2,66,46,2,1
2072,25,8,1,45,59,2,1
2073,25,9,4,68,41,0,0
2074,25,10,4,40,14,0,0
2075,25,11,4,34,20,0,0
2076,25,12,4,64,54,0,0
2077,25,13,2,63,41,2,2
2078,25,14,1,6,65,2,2
2079,25,15,2,61,35,2,2
2080,25,16,3,38,14,2,2
2081,25,17,1,64,63,1,2
2082,25,18,3,35,3,1,2
2083,25,19,2,54,35,1,2
2084,25,20,1,71,59,1,2
2085,25,21,4,45,41,0,0
2086,25,22,4,32,20,0,0
2087,25,23,4,25,14,0,0
2088,25,24,4,70,54,0,0
2089,25,25,2,58,42,2,2
2090,25,26,1,70,65,2,2
2091,25,27,2,52,41,2,2
2092,25,28,3,30,20,2,2
2093,25,29,3,32,14,2,1
2094,25,30,1,14,65,2,1
2095,25,31,2,57,29,2,1
2096,25,32,1,70,65,2,1
2097,25,33,2,45,41,2,2
2098,25,34,3,25,14,2,2
2099,25,35,1,70,65,2,2
2100,25,36,3,22,14,2,2
2101,25,37,4,29,20,0,0
2102,25,38,4,57,35,0,0
2103,25,39,4,55,50,0,0
2104,25,40,4,73,63,0,0
2105,25,41,3,33,7,1,2
2106,25,42,1,42,71,1,2
2107,25,43,2,58,41,1,2
2108,25,44,3,25,14,1,2
2109,25,45,2,53,40,2,1
2110,25,46,1,73,59,2,1
2111,25,47,3,28,14,2,1
2112,25,48,1,68,59,2,1
2113,26,1,3,48,26,1,1
2114,26,2,2,54,42,1,1
2115,26,3,1,40,69,1,1
2116,26,4,2,62,46,1,1
2117,26,5,1,63,54,2,1
2118,26,6,3,64,7,2,1
2119,26,7,2,58,46,2,1
2120,26,8,1,38,59,2,1
2121,26,9,4,57,41,0,0
2122,26,10,4,39,14,0,0
2123,26,11,4,35,20,0,0
2124,26,12,4,33,54,0,0
2125,26,13,2,66,41,2,2
2126,26,14,1,44,65,2,2
2127,26,15,2,62,35,2,2
2128,26,16,3,57,14,2,2
2129,26,17,1,76,63,1,2
2130,26,18,3,38,3,1,2
2131,26,19,2,36,35,1,2
2132,26,20,1,76,59,1,2
2133,26,21,4,27,41,0,0
2134,26,22,4,24,20,0,0
2135,26,23,4,40,14,0,0
2136,26,24,4,62,54,0,0
2137,26,25,2,51,42,2,2
2138,26,26,1,29,65,2,2
2139,26,27,2,67,41,2,2
2140,26,28,3,42,20,2,2
2141,26,29,3,39,14,2,1
2142,26,30,1,77,65,2,1
2143,26,31,2,45,29,2,1
2144,26,32,1,74,65,2,1
2145,26,33,2,52,41,2,2
2146,26,34,3,30,14,2,2
2147,26,35,1,36,65,2,2
2148,26,36,3,35,14,2,2
2149,26,37,4,21,20,0,0
2150,26,38,4,14,35,0,0
2151,26,39,4,58,50,0,0
2152,26,40,4,70,63,0,0
2153,26,41,3,35,7,1,2
2154,26,42,1,50,71,1,2
2155,26,43,2,49,41,1,2
2156,26,44,3,34,14,1,2
2157,26,45,2,45,40,2,1
2158,26,46,1,72,59,2,1
2159,26,47,3,31,14,2,1
2160,26,48,1,69,59,2,1
2161,27,1,3,66,26,1,1
2162,27,2,2,50,42,1,1
2163,27,3,1,33,69,1,1
2164,27,4,2,50,46,1,1
2165,27,5,1,79,54,2,1
2166,27,6,3,40,7,2,1
2167,27,7,2,47,46,2,1
2168,27,8,1,74,59,2,1
2169,27,9,4,76,41,0,0
2170,27,10,4,33,14,0,0
2171,27,11,4,27,20,0,0
2172,27,12,4,78,54,0,0
2173,27,13,2,55,41,2,2
2174,27,14,1,72,65,2,2
2175,27,15,2,60,35,2,2
2176,27,16,3,26,14,2,2
2177,27,17,1,74,63,1,2
2178,27,18,3,30,3,1,2
2179,27,19,2,50,35,1,2
2180,27,20,1,71,59,1,2
2181,27,21,4,0,41,0,0
2182,27,22,4,6,20,0,0
2183,27,23,4,43,14,0,0
2184,27,24,4,68,54,0,0
2185,27,25,2,48,42,2,2
2186,27,26,1,29,65,2,2
2187,27,27,2,0,41,2,2
2188,27,28,3,37,20,2,2
2189,27,29,3,44,14,2,1
2190,27,30,1,73,65,2,1
2191,27,31,2,50,29,2,1
2192,27,32,1,73,65,2,1
2193,27,33,2,46,41,2,2
2194,27,34,3,39,14,2,2
2195,27,35,1,74,65,2,2
2196,27,36,3,34,14,2,2
2197,27,37,4,72,20,0,0
2198,27,38,4,78,35,0,0
2199,27,39,4,57,50,0,0
2200,27,40,4,79,63,0,0
2201,27,41,3,49,7,1,2
2202,27,42,1,75,71,1,2
2203,27,43,2,56,41,1,2
2204,27,44,3,36,14,1,2
2205,27,45,2,45,40,2,1
2206,27,46,1,77,59,2,1
2207,27,47,3,19,14,2,1
2208,27,48,1,75,59,2,1
2209,28,1,3,75,26,1,1
2210,28,2,2,68,42,1,1
2211,28,3,1,48,69,1,1
2212,28,4,2,63,46,1,1
2213,28,5,1,79,54,2,1
2214,28,6,3,58,7,2,1
2215,28,7,2,63,46,2,1
2216,28,8,1,79,59,2,1
2217,28,9,4,64,41,0,0
2218,28,10,4,57,14,0,0
2219,28,11,4,49,20,0,0
2220,28,12,4,76,54,0,0
2221,28,13,2,65,41,2,2
2222,28,14,1,79,65,2,2
2223,28,15,2,57,35,2,2
2224,28,16,3,57,14,2,2
2225,28,17,1,79,63,1,2
2226,28,18,3,65,3,1,2
2227,28,19,2,59,35,1,2
2228,28,20,1,75,59,1,2
2229,28,21,4,65,41,0,0
2230,28,22,4,53,20,0,0
2231,28,23,4,52,14,0,0
2232,28,24,4,77,54,0,0
2233,28,25,2,68,42,2,2
2234,28,26,1,79,65,2,2
2235,28,27,2,64,41,2,2
2236,28,28,3,62,20,2,2
2237,28,29,3,54,14,2,1
2238,28,30,1,79,65,2,1
2239,28,31,2,63,29,2,1
2240,28,32,1,79,65,2,1
2241,28,33,2,58,41,2,2
2242,28,34,3,58,14,2,2
2243,28,35,1,78,65,2,2
2244,28,36,3,58,14,2,2
2245,28,37,4,50,20,0,0
2246,28,38,4,63,35,0,0
2247,28,39,4,63,50,0,0
2248,28,40,4,78,63,0,0
2249,28,41,3,63,7,1,2
2250,28,42,1,79,71,1,2
2251,28,43,2,66,41,1,2
2252,28,44,3,57,14,1,2
2253,28,45,2,60,40,2,1
2254,28,46,1,79,59,2,1
2255,28,47,3,54,14,2,1
2256,28,48,1,79,59,2,1
2257,29,1,3,47,26,1,1
2258,29,2,2,59,42,1,1
2259,29,3,1,55,69,1,1
2260,29,4,2,66,46,1,1
2261,29,5,1,68,54,2,1
2262,29,6,3,60,7,2,1
2263,29,7,2,61,46,2,1
2264,29,8,1,53,59,2,1
2265,29,9,4,49,41,0,0
2266,29,10,4,29,14,0,0
2267,29,11,4,37,20,0,0
2268,29,12,4,65,54,0,0
2269,29,13,2,65,41,2,2
2270,29,14,1,72,65,2,2
2271,29,15,2,60,35,2,2
2272,29,16,3,54,14,2,2
2273,29,17,1,72,63,1,2
2274,29,18,3,28,3,1,2
2275,29,19,2,41,35,1,2
2276,29,20,1,74,59,1,2
2277,29,21,4,35,41,0,0
2278,29,22,4,44,20,0,0
2279,29,23,4,27,14,0,0
2280,29,24,4,73,54,0,0
2281,29,25,2,53,42,2,2
2282,29,26,1,71,65,2,2
2283,29,27,2,52,41,2,2
2284,29,28,3,38,20,2,2
2285,29,29,3,45,14,2,1
2286,29,30,1,73,65,2,1
2287,29,31,2,50,29,2,1
2288,29,32,1,73,65,2,1
2289,29,33,2,52,41,2,2
2290,29,34,3,36,14,2,2
2291,29,35,1,74,65,2,2
2292,29,36,3,31,14,2,2
2293,29,37,4,31,20,0,0
2294,29,38,4,51,35,0,0
2295,29,39,4,51,50,0,0
2296,29,40,4,74,63,0,0
2297,29,41,3,32,7,1,2
2298,29,42,1,72,71,1,2
2299,29,43,2,61,41,1,2
2300,29,44,3,32,14,1,2
2301,29,45,2,51,40,2,1
2302,29,46,1,75,59,2,1
2303,29,47,3,23,14,2,1
2304,29,48,1,74,59,2,1
