row.number,subject,trial,color,FID,AD,reward.level,shock.level
1797,19,69,1,76,63,2,2
1798,19,70,3,43,22,2,2
1799,19,71,2,48,39,2,2
1800,19,72,1,69,57,2,2
1801,19,73,3,30,15,2,1
1802,19,74,1,71,63,2,1
1803,19,75,2,52,33,2,1
1804,19,76,1,69,52,2,1
1805,19,77,2,49,42,1,2
1806,19,78,3,37,9,1,2
1807,19,79,2,52,30,1,2
1808,19,80,3,33,9,1,2
1809,19,81,1,69,52,2,1
1810,19,82,1,55,69,2,1
1811,19,83,3,30,15,2,1
1812,19,84,2,51,33,2,1
1813,19,85,2,47,39,1,1
1814,19,86,3,27,15,1,1
1815,19,87,1,70,63,1,1
1816,19,88,2,47,39,1,1
1817,19,89,4,22,15,0,0
1818,19,90,4,67,57,0,0
1819,19,91,4,69,57,0,0
1820,19,92,4,30,22,0,0
1821,19,93,2,44,39,1,2
1822,19,94,2,50,39,1,2
1823,19,95,1,64,63,1,2
1824,19,96,3,36,22,1,2
1825,20,49,4,55,35,0,0
1826,20,50,4,72,65,0,0
1827,20,51,4,46,7,0,0
1828,20,52,4,54,42,0,0
1829,20,53,1,48,69,1,2
1830,20,54,3,77,14,1,2
1831,20,55,2,59,46,1,2
1832,20,56,1,78,65,1,2
1833,20,57,2,27,41,1,1
1834,20,58,3,67,28,1,1
1835,20,59,1,73,65,1,1
1836,20,60,3,67,14,1,1
1837,20,61,3,78,20,2,2
1838,20,62,1,77,71,2,2
1839,20,63,2,66,41,2,2
1840,20,64,3,78,20,2,2
1841,20,65,4,74,69,0,0
1842,20,66,4,30,44,0,0
1843,20,67,4,65,28,0,0
1844,20,68,4,69,33,0,0
1845,20,69,1,78,63,2,2
1846,20,70,3,78,22,2,2
1847,20,71,2,70,39,2,2
1848,20,72,1,75,57,2,2
1849,20,73,3,72,15,2,1
1850,20,74,1,71,63,2,1
1851,20,75,2,65,33,2,1
1852,20,76,1,77,52,2,1
1853,20,77,2,59,42,1,2
1854,20,78,3,73,9,1,2
1855,20,79,2,66,30,1,2
1856,20,80,3,69,9,1,2
1857,20,81,1,77,52,2,1
1858,20,82,1,75,69,2,1
1859,20,83,3,69,15,2,1
1860,20,84,2,61,33,2,1
1861,20,85,2,62,39,1,1
1862,20,86,3,60,15,1,1
1863,20,87,1,78,63,1,1
1864,20,88,2,55,39,1,1
1865,20,89,4,57,15,0,0
1866,20,90,4,77,57,0,0
1867,20,91,4,71,57,0,0
1868,20,92,4,61,22,0,0
1869,20,93,2,62,39,1,2
1870,20,94,2,69,39,1,2
1871,20,95,1,78,63,1,2
1872,20,96,3,73,22,1,2
1873,21,49,4,0,35,0,0
1874,21,50,4,0,65,0,0
1875,21,51,4,29,7,0,0
1876,21,52,4,36,42,0,0
1877,21,53,1,78,69,1,2
1878,21,54,3,55,14,1,2
1879,21,55,2,0,46,1,2
1880,21,56,1,77,65,1,2
1881,21,57,2,54,41,1,1
1882,21,58,3,41,28,1,1
1883,21,59,1,77,65,1,1
1884,21,60,3,42,14,1,1
1885,21,61,3,49,20,2,2
1886,21,62,1,77,71,2,2
1887,21,63,2,49,41,2,2
1888,21,64,3,44,20,2,2
1889,21,65,4,73,69,0,0
1890,21,66,4,30,44,0,0
1891,21,67,4,40,28,0,0
1892,21,68,4,44,33,0,0
1893,21,69,1,78,63,2,2
1894,21,70,3,45,22,2,2
1895,21,71,2,50,39,2,2
1896,21,72,1,79,57,2,2
1897,21,73,3,33,15,2,1
1898,21,74,1,74,63,2,1
1899,21,75,2,47,33,2,1
1900,21,76,1,71,52,2,1
1901,21,77,2,57,42,1,2
1902,21,78,3,51,9,1,2
1903,21,79,2,49,30,1,2
1904,21,80,3,42,9,1,2
1905,21,81,1,74,52,2,1
1906,21,82,1,0,69,2,1
1907,21,83,3,38,15,2,1
1908,21,84,2,48,33,2,1
1909,21,85,2,43,39,1,1
1910,21,86,3,29,15,1,1
1911,21,87,1,70,63,1,1
1912,21,88,2,52,39,1,1
1913,21,89,4,28,15,0,0
1914,21,90,4,66,57,0,0
1915,21,91,4,68,57,0,0
1916,21,92,4,29,22,0,0
1917,21,93,2,62,39,1,2
1918,21,94,2,54,39,1,2
1919,21,95,1,78,63,1,2
1920,21,96,3,52,22,1,2
2305,22,49,4,54,35,0,0
2306,22,50,4,44,65,0,0
2307,22,51,4,31,7,0,0
2308,22,52,4,50,42,0,0
2309,22,53,1,73,69,1,2
2310,22,54,3,22,14,1,2
2311,22,55,2,2,46,1,2
2312,22,56,1,73,65,1,2
2313,22,57,2,56,41,1,1
2314,22,58,3,14,28,1,1
2315,22,59,1,75,65,1,1
2316,22,60,3,28,14,1,1
2317,22,61,3,0,20,2,2
2318,22,62,1,78,71,2,2
2319,22,63,2,59,41,2,2
2320,22,64,3,31,20,2,2
2321,22,65,4,55,69,0,0
2322,22,66,4,54,44,0,0
2323,22,67,4,14,28,0,0
2324,22,68,4,59,33,0,0
2325,22,69,1,76,63,2,2
2326,22,70,3,33,22,2,2
2327,22,71,2,59,39,2,2
2328,22,72,1,75,57,2,2
2329,22,73,3,30,15,2,1
2330,22,74,1,75,63,2,1
2331,22,75,2,61,33,2,1
2332,22,76,1,67,52,2,1
2333,22,77,2,43,42,1,2
2334,22,78,3,28,9,1,2
2335,22,79,2,59,30,1,2
2336,22,80,3,73,9,1,2
2337,22,81,1,72,52,2,1
2338,22,82,1,55,69,2,1
2339,22,83,3,34,15,2,1
2340,22,84,2,57,33,2,1
2341,22,85,2,50,39,1,1
2342,22,86,3,23,15,1,1
2343,22,87,1,73,63,1,1
2344,22,88,2,51,39,1,1
2345,22,89,4,29,15,0,0
2346,22,90,4,62,57,0,0
2347,22,91,4,66,57,0,0
2348,22,92,4,28,22,0,0
2349,22,93,2,57,39,1,2
2350,22,94,2,0,39,1,2
2351,22,95,1,0,63,1,2
2352,22,96,3,0,22,1,2
2353,23,49,4,44,35,0,0
2354,23,50,4,44,65,0,0
2355,23,51,4,29,7,0,0
2356,23,52,4,21,42,0,0
2357,23,53,1,55,69,1,2
2358,23,54,3,32,14,1,2
2359,23,55,2,0,46,1,2
2360,23,56,1,21,65,1,2
2361,23,57,2,71,41,1,1
2362,23,58,3,55,28,1,1
2363,23,59,1,73,65,1,1
2364,23,60,3,25,14,1,1
2365,23,61,3,33,20,2,2
2366,23,62,1,72,71,2,2
2367,23,63,2,65,41,2,2
2368,23,64,3,49,20,2,2
2369,23,65,4,0,69,0,0
2370,23,66,4,62,44,0,0
2371,23,67,4,14,28,0,0
2372,23,68,4,63,33,0,0
2373,23,69,1,72,63,2,2
2374,23,70,3,37,22,2,2
2375,23,71,2,64,39,2,2
2376,23,72,1,75,57,2,2
2377,23,73,3,27,15,2,1
2378,23,74,1,72,63,2,1
2379,23,75,2,66,33,2,1
2380,23,76,1,71,52,2,1
2381,23,77,2,62,42,1,2
2382,23,78,3,19,9,1,2
2383,23,79,2,60,30,1,2
2384,23,80,3,27,9,1,2
2385,23,81,1,70,52,2,1
2386,23,82,1,48,69,2,1
2387,23,83,3,19,15,2,1
2388,23,84,2,71,33,2,1
2389,23,85,2,51,39,1,1
2390,23,86,3,26,15,1,1
2391,23,87,1,57,63,1,1
2392,23,88,2,59,39,1,1
2393,23,89,4,16,15,0,0
2394,23,90,4,66,57,0,0
2395,23,91,4,70,57,0,0
2396,23,92,4,23,22,0,0
2397,23,93,2,58,39,1,2
2398,23,94,2,61,39,1,2
2399,23,95,1,69,63,1,2
2400,23,96,3,29,22,1,2
2401,24,49,4,6,35,0,0
2402,24,50,4,74,65,0,0
2403,24,51,4,33,7,0,0
2404,24,52,4,57,42,0,0
2405,24,53,1,48,69,1,2
2406,24,54,3,28,14,1,2
2407,24,55,2,58,46,1,2
2408,24,56,1,73,65,1,2
2409,24,57,2,62,41,1,1
2410,24,58,3,14,28,1,1
2411,24,59,1,74,65,1,1
2412,24,60,3,34,14,1,1
2413,24,61,3,30,20,2,2
2414,24,62,1,77,71,2,2
2415,24,63,2,66,41,2,2
2416,24,64,3,30,20,2,2
2417,24,65,4,55,69,0,0
2418,24,66,4,60,44,0,0
2419,24,67,4,14,28,0,0
2420,24,68,4,66,33,0,0
2421,24,69,1,76,63,2,2
2422,24,70,3,37,22,2,2
2423,24,71,2,60,39,2,2
2424,24,72,1,75,57,2,2
2425,24,73,3,32,15,2,1
2426,24,74,1,73,63,2,1
2427,24,75,2,63,33,2,1
2428,24,76,1,72,52,2,1
2429,24,77,2,60,42,1,2
2430,24,78,3,34,9,1,2
2431,24,79,2,60,30,1,2
2432,24,80,3,31,9,1,2
2433,24,81,1,71,52,2,1
2434,24,82,1,70,69,2,1
2435,24,83,3,30,15,2,1
2436,24,84,2,56,33,2,1
2437,24,85,2,53,39,1,1
2438,24,86,3,27,15,1,1
2439,24,87,1,73,63,1,1
2440,24,88,2,52,39,1,1
2441,24,89,4,24,15,0,0
2442,24,90,4,71,57,0,0
2443,24,91,4,70,57,0,0
2444,24,92,4,26,22,0,0
2445,24,93,2,59,39,1,2
2446,24,94,2,54,39,1,2
2447,24,95,1,75,63,1,2
2448,24,96,3,31,22,1,2
2449,25,49,4,49,35,0,0
2450,25,50,4,72,65,0,0
2451,25,51,4,24,7,0,0
2452,25,52,4,54,42,0,0
2453,25,53,1,55,69,1,2
2454,25,54,3,30,14,1,2
2455,25,55,2,55,46,1,2
2456,25,56,1,72,65,1,2
2457,25,57,2,54,41,1,1
2458,25,58,3,22,28,1,1
2459,25,59,1,74,65,1,1
2460,25,60,3,36,14,1,1
2461,25,61,3,33,20,2,2
2462,25,62,1,57,71,2,2
2463,25,63,2,52,41,2,2
2464,25,64,3,35,20,2,2
2465,25,65,4,73,69,0,0
2466,25,66,4,55,44,0,0
2467,25,67,4,14,28,0,0
2468,25,68,4,51,33,0,0
2469,25,69,1,74,63,2,2
2470,25,70,3,34,22,2,2
2471,25,71,2,58,39,2,2
2472,25,72,1,73,57,2,2
2473,25,73,3,57,15,2,1
2474,25,74,1,72,63,2,1
2475,25,75,2,56,33,2,1
2476,25,76,1,72,52,2,1
2477,25,77,2,53,42,1,2
2478,25,78,3,31,9,1,2
2479,25,79,2,52,30,1,2
2480,25,80,3,23,9,1,2
2481,25,81,1,71,52,2,1
2482,25,82,1,55,69,2,1
2483,25,83,3,23,15,2,1
2484,25,84,2,50,33,2,1
2485,25,85,2,51,39,1,1
2486,25,86,3,27,15,1,1
2487,25,87,1,72,63,1,1
2488,25,88,2,50,39,1,1
2489,25,89,4,28,15,0,0
2490,25,90,4,75,57,0,0
2491,25,91,4,74,57,0,0
2492,25,92,4,44,22,0,0
2493,25,93,2,50,39,1,2
2494,25,94,2,50,39,1,2
2495,25,95,1,70,63,1,2
2496,25,96,3,29,22,1,2
2497,26,49,4,68,35,0,0
2498,26,50,4,0,65,0,0
2499,26,51,4,49,7,0,0
2500,26,52,4,47,42,0,0
2501,26,53,1,55,69,1,2
2502,26,54,3,25,14,1,2
2503,26,55,2,40,46,1,2
2504,26,56,1,75,65,1,2
2505,26,57,2,52,41,1,1
2506,26,58,3,29,28,1,1
2507,26,59,1,44,65,1,1
2508,26,60,3,35,14,1,1
2509,26,61,3,30,20,2,2
2510,26,62,1,42,71,2,2
2511,26,63,2,71,41,2,2
2512,26,64,3,31,20,2,2
2513,26,65,4,78,69,0,0
2514,26,66,4,66,44,0,0
2515,26,67,4,35,28,0,0
2516,26,68,4,57,33,0,0
2517,26,69,1,78,63,2,2
2518,26,70,3,38,22,2,2
2519,26,71,2,69,39,2,2
2520,26,72,1,75,57,2,2
2521,26,73,3,31,15,2,1
2522,26,74,1,70,63,2,1
2523,26,75,2,53,33,2,1
2524,26,76,1,66,52,2,1
2525,26,77,2,60,42,1,2
2526,26,78,3,34,9,1,2
2527,26,79,2,62,30,1,2
2528,26,80,3,33,9,1,2
2529,26,81,1,69,52,2,1
2530,26,82,1,55,69,2,1
2531,26,83,3,39,15,2,1
2532,26,84,2,51,33,2,1
2533,26,85,2,56,39,1,1
2534,26,86,3,41,15,1,1
2535,26,87,1,76,63,1,1
2536,26,88,2,51,39,1,1
2537,26,89,4,40,15,0,0
2538,26,90,4,0,57,0,0
2539,26,91,4,68,57,0,0
2540,26,92,4,38,22,0,0
2541,26,93,2,60,39,1,2
2542,26,94,2,53,39,1,2
2543,26,95,1,4,63,1,2
2544,26,96,3,43,22,1,2
2545,27,49,4,79,35,0,0
2546,27,50,4,79,65,0,0
2547,27,51,4,79,7,0,0
2548,27,52,4,49,42,0,0
2549,27,53,1,76,69,1,2
2550,27,54,3,30,14,1,2
2551,27,55,2,47,46,1,2
2552,27,56,1,76,65,1,2
2553,27,57,2,52,41,1,1
2554,27,58,3,14,28,1,1
2555,27,59,1,78,65,1,1
2556,27,60,3,44,14,1,1
2557,27,61,3,40,20,2,2
2558,27,62,1,0,71,2,2
2559,27,63,2,60,41,2,2
2560,27,64,3,32,20,2,2
2561,27,65,4,48,69,0,0
2562,27,66,4,23,44,0,0
2563,27,67,4,52,28,0,0
2564,27,68,4,52,33,0,0
2565,27,69,1,77,63,2,2
2566,27,70,3,37,22,2,2
2567,27,71,2,52,39,2,2
2568,27,72,1,77,57,2,2
2569,27,73,3,40,15,2,1
2570,27,74,1,72,63,2,1
2571,27,75,2,52,33,2,1
2572,27,76,1,76,52,2,1
2573,27,77,2,48,42,1,2
2574,27,78,3,47,9,1,2
2575,27,79,2,51,30,1,2
2576,27,80,3,32,9,1,2
2577,27,81,1,74,52,2,1
2578,27,82,1,70,69,2,1
2579,27,83,3,31,15,2,1
2580,27,84,2,51,33,2,1
2581,27,85,2,46,39,1,1
2582,27,86,3,37,15,1,1
2583,27,87,1,70,63,1,1
2584,27,88,2,49,39,1,1
2585,27,89,4,38,15,0,0
2586,27,90,4,72,57,0,0
2587,27,91,4,71,57,0,0
2588,27,92,4,29,22,0,0
2589,27,93,2,40,39,1,2
2590,27,94,2,52,39,1,2
2591,27,95,1,74,63,1,2
2592,27,96,3,39,22,1,2
2593,28,49,4,77,35,0,0
2594,28,50,4,69,65,0,0
2595,28,51,4,63,7,0,0
2596,28,52,4,64,42,0,0
2597,28,53,1,76,69,1,2
2598,28,54,3,57,14,1,2
2599,28,55,2,66,46,1,2
2600,28,56,1,79,65,1,2
2601,28,57,2,64,41,1,1
2602,28,58,3,59,28,1,1
2603,28,59,1,78,65,1,1
2604,28,60,3,56,14,1,1
2605,28,61,3,59,20,2,2
2606,28,62,1,79,71,2,2
2607,28,63,2,63,41,2,2
2608,28,64,3,55,20,2,2
2609,28,65,4,78,69,0,0
2610,28,66,4,67,44,0,0
2611,28,67,4,53,28,0,0
2612,28,68,4,66,33,0,0
2613,28,69,1,79,63,2,2
2614,28,70,3,56,22,2,2
2615,28,71,2,64,39,2,2
2616,28,72,1,79,57,2,2
2617,28,73,3,55,15,2,1
2618,28,74,1,79,63,2,1
2619,28,75,2,65,33,2,1
2620,28,76,1,76,52,2,1
2621,28,77,2,64,42,1,2
2622,28,78,3,58,9,1,2
2623,28,79,2,62,30,1,2
2624,28,80,3,56,9,1,2
2625,28,81,1,79,52,2,1
2626,28,82,1,79,69,2,1
2627,28,83,3,58,15,2,1
2628,28,84,2,64,33,2,1
2629,28,85,2,59,39,1,1
2630,28,86,3,55,15,1,1
2631,28,87,1,79,63,1,1
2632,28,88,2,62,39,1,1
2633,28,89,4,52,15,0,0
2634,28,90,4,79,57,0,0
2635,28,91,4,78,57,0,0
2636,28,92,4,54,22,0,0
2637,28,93,2,65,39,1,2
2638,28,94,2,64,39,1,2
2639,28,95,1,79,63,1,2
2640,28,96,3,56,22,1,2
2641,29,49,4,43,35,0,0
2642,29,50,4,51,65,0,0
2643,29,51,4,34,7,0,0
2644,29,52,4,21,42,0,0
2645,29,53,1,76,69,1,2
2646,29,54,3,31,14,1,2
2647,29,55,2,32,46,1,2
2648,29,56,1,78,65,1,2
2649,29,57,2,53,41,1,1
2650,29,58,3,0,28,1,1
2651,29,59,1,77,65,1,1
2652,29,60,3,41,14,1,1
2653,29,61,3,32,20,2,2
2654,29,62,1,65,71,2,2
2655,29,63,2,62,41,2,2
2656,29,64,3,35,20,2,2
2657,29,65,4,18,69,0,0
2658,29,66,4,63,44,0,0
2659,29,67,4,33,28,0,0
2660,29,68,4,52,33,0,0
2661,29,69,1,74,63,2,2
2662,29,70,3,37,22,2,2
2663,29,71,2,55,39,2,2
2664,29,72,1,78,57,2,2
2665,29,73,3,32,15,2,1
2666,29,74,1,77,63,2,1
2667,29,75,2,51,33,2,1
2668,29,76,1,63,52,2,1
2669,29,77,2,55,42,1,2
2670,29,78,3,42,9,1,2
2671,29,79,2,51,30,1,2
2672,29,80,3,31,9,1,2
2673,29,81,1,67,52,2,1
2674,29,82,1,55,69,2,1
2675,29,83,3,30,15,2,1
2676,29,84,2,46,33,2,1
2677,29,85,2,46,39,1,1
2678,29,86,3,31,15,1,1
2679,29,87,1,64,63,1,1
2680,29,88,2,49,39,1,1
2681,29,89,4,30,15,0,0
2682,29,90,4,69,57,0,0
2683,29,91,4,68,57,0,0
2684,29,92,4,31,22,0,0
2685,29,93,2,51,39,1,2
2686,29,94,2,51,39,1,2
2687,29,95,1,68,63,1,2
2688,29,96,3,28,22,1,2
